chrom,ancestry,start,end,n_windows,dist,ages
NC_091015.1,0,142265613,143084755,9,819142,17.097892967149
NC_091016.1,2,104799946,105204325,7,404379,34.6348406838544
NC_091017.1,1,70138785,79340924,48,9202139,1.52199420600975
NC_091013.1,0,102482088,102868001,6,385913,36.2921234602005
NC_091015.1,1,143084755,143308445,2,223690,62.611660069276
NC_091016.1,1,105204325,105448305,2,243980,57.4047144884677
NC_091017.1,2,79340924,79562621,40,221697,63.1745230693079
NC_091013.1,1,102868001,108680570,154,5812569,2.40953737338797
NC_091015.1,0,143308445,149044180,46,5735735,2.44181473532099
NC_091016.1,2,105448305,109516199,452,4067894,3.44296145398488
NC_091013.1,2,108680570,109057905,1,377335,37.1171564813663
NC_091015.1,1,149044180,150537321,2,1493141,9.37995958914554
NC_091016.1,1,109516199,109669845,6,153646,91.1550072302329
NC_091013.1,1,109057905,111558772,1,2500867,5.60029871276496
NC_091015.1,0,150537321,151542134,17,1004813,13.9385161626057
NC_091016.1,0,109669845,109940492,2,270647,51.7485959234588
NC_091013.1,0,111558772,114618270,2,3059498,4.57774518594108
NC_091015.1,1,151542134,151627700,3,85566,163.681862432466
NC_091016.1,1,109940492,110308393,2,367901,38.0689431148498
NC_091013.1,1,114618270,115152700,4,534430,26.2066168457915
NC_091015.1,0,151627700,157122811,229,5495111,2.54873873173742
NC_091016.1,0,110308393,110512041,3,203648,68.7735810854826
NC_091013.1,2,115152700,116804755,4,1652055,8.47768521078073
NC_091015.1,1,157122811,157456960,3,334149,41.9142425711176
NC_091016.1,1,110512041,112977501,5,2465460,5.68072580406754
NC_091013.1,1,116804755,118583148,1,1778393,7.87542587093874
NC_091015.1,0,157456960,157573629,2,116669,120.045618295317
NC_091016.1,2,112977501,113382142,2,404641,34.6124150565473
NC_091013.1,0,118583148,119478931,1,895783,15.6350391120353
NC_091015.1,1,157573629,157804514,1,230885,60.6605116871878
NC_091016.1,1,113382142,113641796,1,259654,53.9394819293997
NC_091015.1,0,157804514,158304651,5,500137,28.0035315141578
NC_091016.1,2,113641796,115416736,6,1774940,7.89074686518776
NC_091015.1,1,158304651,158422290,7,117639,119.055774368163
NC_091016.1,1,115416736,116642477,13,1225741,11.4262329814344
NC_091015.1,0,158422290,163236349,22,4814059,2.9093125449639
NC_091016.1,2,116642477,124575312,34,7932835,1.76552294871838
NC_091015.1,1,163236349,163763972,1,527623,26.5447151486883
NC_091015.1,0,163763972,163928306,1,164334,85.2264427379383
NC_091015.1,1,163928306,164104437,2,176131,79.5180986929976
NC_091015.1,2,164104437,166597692,8,2493255,5.61739663247296
NC_091015.1,0,166597692,168479231,4,1881539,7.44369489067001
NC_091015.1,1,168479231,168515821,4,36590,382.77131021854
