chrom,ancestry,start,end,n_windows,dist,ages
NC_138418.1,1,63000988,63041334,5,40346,347.137318219808
NC_138418.1,0,63041334,63750914,168,709580,19.7378762660959
NC_138418.1,1,63750914,63875799,19,124885,112.147994081726
NC_138418.1,0,63875799,64410509,100,534710,26.1928937945734
NC_138418.1,1,64410509,64449170,3,38661,362.266941902598
NC_138418.1,0,64449170,64497891,2,48721,287.465410005878
NC_138418.1,1,64497891,64565417,8,67526,207.410512112318
NC_138418.1,0,64565417,64628357,20,62940,222.523073417483
NC_138418.1,1,64628357,64697108,15,68751,203.714887651036
NC_138418.1,0,64697108,64770031,4,72923,192.0601489365
NC_138418.1,1,64770031,64904684,11,134653,104.012552567684
NC_138418.1,0,64904684,65128828,44,224144,62.4848411775303
NC_138418.1,1,65128828,65219721,16,90893,154.088898384874
NC_138418.1,0,65219721,65257886,9,38165,366.97503578924
NC_138418.1,1,65257886,65341657,7,83771,167.189149477699
NC_138418.1,0,65341657,65408331,16,66674,210.060926911485
NC_138418.1,1,65408331,65495019,12,86688,161.563333343673
NC_138418.1,0,65495019,65907848,96,412829,33.9259166407795
NC_138418.1,1,65907848,65933223,4,25375,551.944915897393
NC_138418.1,0,65933223,66557885,197,624662,22.4210889103169
NC_138418.1,1,66557885,66590421,9,32536,430.46478488125
NC_138418.1,0,66590421,66635196,9,44775,312.799603370103
NC_138418.1,1,66635196,66675535,5,40339,347.19755672913
NC_138418.1,0,66675535,68767943,429,2092408,6.69353311634077
NC_138418.1,1,68767943,68792786,4,24843,563.764530889843
NC_138418.1,0,68792786,72170688,41,3377902,4.14624291672652
NC_138418.1,1,72170688,72291376,14,120688,116.048010082994
