chrom,ancestry,start,end,n_windows,dist,ages
NC_138418.1,0,63041334,63065408,4,24074,581.77296007711
NC_138418.1,2,63065408,63167455,7,102047,137.246584817744
NC_138418.1,0,63167455,63750914,155,583459,24.0044326009134
NC_138418.1,2,63750914,63875799,22,124885,112.147994081726
NC_138418.1,0,63875799,64185313,52,309514,45.2503028648021
NC_138418.1,2,64185313,64217796,3,32483,431.167140993638
NC_138418.1,0,64217796,64311359,35,93563,149.691675565088
NC_138418.1,2,64311359,64578587,37,267228,52.410683913723
NC_138418.1,0,64578587,64617736,16,39149,357.751213080701
NC_138418.1,2,64617736,64904684,37,286948,48.808851223554
NC_138418.1,0,64904684,64933108,10,28424,492.738609657204
NC_138418.1,2,64933108,64969789,7,36681,381.821712627692
NC_138418.1,0,64969789,65122939,34,153150,91.4502268422877
NC_138418.1,2,65122939,65219819,23,96880,144.566497119079
NC_138418.1,0,65219819,65260605,8,40786,343.392395451782
NC_138418.1,2,65260605,65341657,6,81052,172.797737759665
NC_138418.1,0,65341657,65408331,15,66674,210.060926911485
NC_138418.1,2,65408331,65495019,12,86688,161.563333343673
NC_138418.1,0,65495019,65778898,50,283879,49.3365209856888
NC_138418.1,2,65778898,65808185,5,29287,478.219081534345
NC_138418.1,0,65808185,65907848,34,99663,140.529607185178
NC_138418.1,2,65907848,65933223,9,25375,551.944915897393
NC_138418.1,0,65933223,66557885,185,624662,22.4210889103169
NC_138418.1,2,66557885,66590421,8,32536,430.46478488125
NC_138418.1,0,66590421,66639744,9,49323,283.956820162933
NC_138418.1,2,66639744,66830751,16,191007,73.3250731171965
NC_138418.1,0,66830751,68767943,395,1937192,7.22984724327602
NC_138418.1,2,68767943,68792786,4,24843,563.764530889843
NC_138418.1,0,68792786,70233209,42,1440423,9.72325646070381
NC_138418.1,2,70233209,72291376,15,2058167,6.80489107098518
